track_id,song_id,artist,title,spotify_ids,tempo,valence,energy
TREUIBM128F4266896,SOMNZJM12A8C132E9D,James Taylor,Up On The Roof,,91.88216560509554,0.5,0.432
TREUJLB128F4278247,SOFRTHC12A8C1375A4,Mariah Carey,Someday,,112.0,0.937,0.818
TREUJQR128E07928D5,SOSNMLG12A58A7C899,50 Cent,Back Down,1on0aTyVUGwiFKJSF9XA3V    2v170uJ0XtMJDUN69VCPqi    3EjmNhVqZ4FjK8ZyVKWKM6    5HDRg2qrvX9qb6COeuDwfs    74RK7qy02KtVujKOZ3D5N1    5V5w2QwJOez0UHKfNdn0JH    2R6Uf7VVuUTpmMMG2fPuhY    4BXHQg5CnLAVE8x6iRscU9    4IR8Ni9szpw7rUcTtVLe0b,89.0,0.227,0.633
TREULAR128F147FC87,SOZUNQD12A6D4F9963,Phil Collins,Another Day In Paradise,,105.0,0.365,0.565
TREULKZ128F92C52FA,SONPSNJ12A8C141B00,Lise Westzynthius,Dead Angle,3diM9mhVdUqAlV08Fxzrfj    4fQlJ8YqK6LuckKB1AUEXs    6g8PibSAjNY9jelGrz0xXf    7AiWVMPhuiLhMh2POEDGgG,65.0,0.113,0.404
TREULLW128F42147D0,SOHVAXN12A6D4FC50F,Gianluca Grignani,Lacrime Dalla Luna,615luDM7WatozHvZjFExRL    4naue2h5SDDxffohCRrWk0,74.7127659574468,0.464,0.7
TREULXO128E0791A7F,SOLSMMJ12A6701FDE9,Blind Faith,Presence Of The Lord,22Fgcs0hG493aBDrYlAheq    2XwjAUCmhAa6XccL9p0lGM    6cUPeOUOIvgUnG7aDNvvqc    5FjHPX0ISgkoLxxlncza0i    6sDHuYeQMTs7xn2BIyBrNJ    1egcDU2pVOqqItEnYS5LKO,62.332179930795846,0.569,0.523
TREUMIQ128F4273C90,SOPESUU12A8C132DBC,Savage Garden,Crash And Burn,70HrA5EHQ80ww6JuUnbodU,103.0,0.057,0.932
TREUMKQ128F4284500,SOESUKA12A8C1380E9,Macy Gray,I Try,,76.0,0.736,0.642
TREUMSW128F148097F,SOUFOOK12D021B100B,Paris Hilton,Nothing In This World (Album Version),,128.0,0.932,0.772
TREUOWJ128F42383F8,SOTOISC12A81C212DD,Robert Miles,CHILDREN,,135.0,0.387,0.755
TREUQEC128F4280E1F,SOIXDBQ12A8C136057,Bellini,Saturday Night,479lJwwNDmMXDPpf3ZZ0du,130.0,0.88,0.963
TREUQHF128F92FC055,SOLMMVW12A8C140FC0,Dan Hartman,Relight My Fire,,121.0,0.868,0.662
TREUQVX128F931F7AE,SOKNSHB12AB01805FB,David Guetta - Steve Angello - Joachim Garraud - Sébastian Ingrosso - Chris Willis,Everytime We Touch (Robbie Riviera Rmx),,116.0,0.356,0.471
TREUSRI128F92C64DB,SOFNAZZ12A8C1427CE,David Gilmour,Comfortably Numb (Live In Gdansk),2BdNPcEdvMZNxztFMPFtpj    11ix7ryKa4kwEXHV7x6z9x,126.0,0.228,0.74
TREUTTO128F428C870,SONOCAI12A8C134276,Big & Rich,Nobody Told Me (Album Version),6Vwzd73sOoM8jBRMcEudWP    2n52TACQJHnkNnD0TnQ0Gs    462aejlNiyYuQmSXlYjAMW    2ubyazpRcCygEqTfv1V2aF    5KkXcElSnBfARBaJJcLfVu    2fkLqdj5gai6rmSf6f41gr    5JvYwWJdygWsYZddRR5NGG,119.75247524752476,0.898,0.857
TREUVXI128F428160B,SOGZAKN12A8C1372C7,First Choice,The Player (Olav Basoski Bonus Beats),,132.0,0.515,0.774
TREUXLO128F14A35E2,SOPIDSY12A6D4FB251,Dr. Ring-Ding & The Senior Allstars,Girls Them Dub,6niUGYLiJpzzgM4nrLwxmm,145.0,0.508,0.621
TREUXWU12903CAB6BC,SOUDDCD12AB018C76B,The Shirrows,Needles And Pins,5yFALY4YfCR9spj94BhYq7,,0.579,0.734
TREUZRR12903D086C6,SOCZQYZ12AC46872B2,Los Angeles Philharmonic / Christoph Eschenbach,2. Largo,3aXuM02zfj9V9e9mQjoamK,42.576470588235296,0.0361,0.0148
TREVBJA12903CE1E74,SOZWTZX12AB0189353,Tamia,Stranger In My House (Thunderpuss Club Mix),2zTwbFzp0gM4B7B5SxQA5q,127.0,0.176,0.994
TREVBXL128F4282284,SODCRFL12A8C13FC94,Dr. Evil,It's The Hard Knock Life [Ghetto Anthem-Dr. Evil Remix],2Hmrx43xRwZI0rblC91Sh0,76.0,0.783,0.709
TREVCGZ128E079232A,SOAYATB12A6701FD50,Deep Blue Something,Breakfast At Tiffany's,,107.89770354906054,0.539,0.829
TREVDFX128E07859E0,SOBKKEK12A58A7C1AE,Bonnie McKee,Somebody (Original Album Version),,,0.382,0.789
TREVDPT128E0797FC3,SODAQAS12A67AE227A,Linkin Park,Papercut (Album Version),4ODayaHhJI0sIjLMmNFXCY    00MYbj8WKfcv3Bz6qFhJKn    4SoHo5w7Onm2m2oBo2v2Uc    1Vej0qeQ3ioKwpI6FUbRv1    4HvcbAR8LisalXKt7cpqE1,150.0,0.661,0.939
TREVDQG128F9324474,SODORVA12A8C13B259,Nickelback,Someday,,80.0,0.597,0.858
TREVDUN128F92E9FAC,SOYTRPF12A8C142284,Povia,Ti assaggerò piano - Live in Web,,71.0,0.214,0.364
TREVDVJ12903CCCC47,SOTNJRZ12AB0186562,Ace Cannon / Al Hirt,I Fall To Pieces,131VlkpwwNEKoHnUIkfr1P    2LL46pgIXrGHYjEiqd0TAx    1xv13ZRKLKZNI2qR9uoGcn    3OL612iZ0ZOpsxUwlvQ0px    4a2L7sfAb9KVj078WtaVMA    4zX4YzOYSzAB6fBjiiixig    2E5rIuxub8wkCLC73xLYsy    40KdWN9QnNth49cGejebOW    4dIBJyzQh9obXIN1jqSEwf    6QcaiJQkgBJIarnEDaektC    71gmfbET83YSz5sIuYkI1G,166.68354430379748,0.637,0.347
TREVEUK128F427B409,SOGFRTM12A8C13CB7C,Purple Schulz,Nur Mit Dir,,101.0,0.962,0.538
TREVGAK128F932B5A6,SOVVPMM12AB0185C78,Sister Sledge,Frankie (LP Version),6th7K3C0mmxk5AlT4x4oro    2vFlfFwMrBokbhOMYlA5lS    7g6ILrzyYPmvfV3OO69wjc    5kcHNXWI6XbeIIGdFlLSOw    4J1en0xqGWsDc2aChKmcrk    07YVxuEYhZEBiTusd7kmP5    0wODiekFMQyH2u0AQWPpUi    0OzVKqAvTWyUtetCiXKBci    1vgvP1em2XGGc2s7CG3dvg    7DCpEdMByTU4vDu3FcMdjC    3qoJRcB4akoTwdkheKsGBM    0N3eXrvM7xotCxIbJLDzWj    3NYETBixMpxYKJZ5v3soHy    6wbGqo3BbwaswbJL8KchAk    4pfHnq0uhMLY18GKgH76XZ    6yl9lxr5eDVgZ1y6t3O8kA    25w3YU43ruUMHIix6cM4gO,166.0,0.963,0.759
TREVGZD128F4284AA3,SOIKTSZ12A8C13D81A,United In Dance Ft. Lisa Marie,Lift Me Above (Technikore Remix),,170.0,,
TREVHJN128F92E3BA3,SOQDALG12AF72A1AFB,Ximena Sarinana,Monitor,7pEVLSlWDDTnTUOVdwPXrn    4DZz7AeRSJR5KpKxLCNASi    2X6DPAdVAOw86uJpUWFioP    6gbymTejV55DJ6dCGtHobW,120.0,0.252,0.242
TREVIPC12903CE1256,SOBQEZS12AB018E72B,Helping Haiti,Everybody Hurts,11R12PlRPR4DaeeT60noAD,63.0,0.132,0.264
TREVIYX128F42815A3,SOLMRVU12A8C13DDBC,Sun Yan-Zi,Meng Xiang Tian Kong,654kIfG2i23bY7DLFLar0L    59YoZ4C1H8hNLVQyOZuvZ5,90.0,0.283,0.814
TREVJKC128F4297F1A,SOQLJUC12A8C13C4B8,Elvis Perkins,Ash Wednesday,,79.4430894308943,0.277,0.555
TREVJOM128F425F7C4,SOIQTQF12A8C13610F,Lionel Rogg,Wachet Auf Ruft Uns Die BWV 645 (Choral Du Veilleur) (Remasterisé En 1998),277Tz2IcflcGqlyPuKPHPU    7eL6HwNIoaj0JoDzL9Iv59    6Y7nZ042jNRAGLC2opSHbG,120.0,0.14,0.0776
TREVKGL128EF35B86A,SOVSAOQ12A6D4F4E2B,Lisandro Aristimuno,Que Todo Vuelva,6y3NKujURMI3KfjB3GZCIn    0QGOpyJBW3SnRo3eQEKZut,196.0,0.923,0.000221
TREVNQD128F147443B,SODENVO12A6310D8C1,Téléphone,Le Jour S'est Levé,0KlAXgLzTsscBkAl0E9Zej    0q2bdEQRbCuoh7jkle0yjX    0nEJAXRAa0AxEsl5jtklWG    5gzdZpy1mz6czi6YlzsXPw    5IUCgIcKarkwm4SwchKNQT    63kln6687fMZmuwxnnslg8    0ezfBk7ceWJGYnGDv451GC,179.06666666666666,0.23,0.312
TREVNUI128F9303EB3,SOQRGMM12AB017DB29,Wayne Watson,Holy_ Holy_ Holy,0fspmqV6zMxRnyt0QF9rlD,99.0,0.575,0.647
TREVNWQ128F4286D5F,SOTFGZG12A8C13CFB2,Vaya Con Dios,Don't Break My Heart,5AjOrhWKVNGd6UVR1uLG9D    7pPMZd2VUlynGGN7LFdJUu    3mR4fHGiw1x8GBCoKPZrrr    37BynwbOngv1dTjQhWF8pM    44tZrKmcd4VYDbOZDvo7Mk    75HRa0zcjOX1svRDEsNj6L,97.0,0.184,0.319
TREVPIG128F147729C,SOBXIOL12A6D4F8CBE,The Police,King Of Pain,06LLq7AX4YfrFQ0nISfO4K    1NrNn1RCgHJ8sPazNCHtSZ    1f7a8WOOK6u6Lw4hWrQ9dW    2ptJPodPFW0XWW5aO4mITy    10lAULafix2ErW5pLqWfb3    5buaog8AnfVchaSVc1Yk7w    5ohypS1SP2c94xBmvhbDa7,121.79194630872483,0.508,0.834
TREVQEW128F4293720,SODREHD12A8C13BB1E,James Galway,Little Jeannie,07lz7jbekoAA9c86x5kBlC    35E1jlm0nw3oqLZviqG36D    5e4abCmonAxyHihHzDZMjN,143.0,0.876,0.407
TREVQLN12903CD0280,SOUWMBG12AB018B144,Gala,Come Into My Life,6jLv6nl2HjLUCKPDofqzfm    62NPYuub94Mtxbs9hZsqG2,129.0,0.771,0.656
TREVRJX128F9314081,SOPQGNU12AB018009F,Carl Doy,Here_ There And Everywhere,2F9y9XyzsqYGtHiyR0kaZf,102.76555023923444,0.148,0.0861
TREVSLR128F428A3D3,SOENXWO12A8C137B6E,Clint Black,Nothing's News,1TRjg59ubQ8nHsS9YzLOj2    2Hud9fFYE89o7QqOEDK6y8    5bXa6DHlvKYpV75SNDkuN5    05WrYnEmZX9hW8bEwC6NaU    0nMcBIR9xhv9GLVk5GKKUi,67.0,0.24,0.29
TREVSTY128F429E3DC,SOMIDQW12A8C140565,Joelho De Porco,Diana,5cEt7vazi8dHk92ZsQfwq0,153.55072463768116,0.692,0.674
TREVSWS128F42480D3,SOQVXGX12A6D4FC62C,Jana Kirschner,Sometimes,2bHHHapasCZwGGm9VycQgM    7HAzNVAhFfhiplmulmVjoA    7CqfQISa6hnC28lne0b77C,63.0,0.452,0.536
TREVTBM128F427EE20,SOIQZKV12A8C1369A4,Aldo Nova,Ball And Chain,4ISD3NRQ6mchX3oInm2Txz    4Rf5eCPyZ9T3bCHw0uGes1    33WWBmilH96aPTSgRyN9gy    4JTWpXRaWd74G85e9fLUUf    2jqjwxIZtqE827kCLCUTJ5    1gkexfzidRyIoFO37FNu7i    48gI8bFg3ubxOhSMUmPCbQ,147.0,0.233,0.364
TREVUZO128F428FF3C,SOVHBHH12A6D4F900A,Lighthouse Family,Lost In Space,0YKSaAe8RRmJzxEBfZBxiz    0rZkUyaGYTVeZJYUakNSgu    16lPfBsR6zhSvHVChe5jVk    5GHj544L5To4JDq90k65aU    5ksKzU4jN0gpgBfeRO9pZ1,85.0,0.633,0.514
TREVWFC128F145C38A,SOEPKNI12A6D4F67B8,Cadet,He Reigns (Holy_ Holy_ Holy),4jeTFPeHtiKEqQQbebluTC,69.85,0.135,0.347
TREVXQN12903CA99E1,SOGZEDP12AB018378E,Sinitta,Toy Boy,,123.0,0.876,0.969
TREVZAV128F92CDFEE,SOLJTCQ12A8C142127,Remote Control Egypt,Never Looked Up,61PbD0K24MHhT3DYU62g6S,68.0,0.475,0.481
TREVZYS12903CF67B7,SOLJBKJ12AF729A41E,Lil Suzy,Take Me In Your Arms,6BNixH89P1f6e7cG5iE3G6    2sdhPVNgsnqKb3wPX9OuuB    6L0MG1OXp9J5NpVj2pBHlp    1PnxchF4XjlFDsv6sP1khy    2XzHVbHrZtnj3BjTQDX4JN    3L1OaHwHx3ahaqdqxbdNSM    3v5vs7BMWfaxxMca7KIc4F    6ic800G5G9Jxssz0irUYaP    2XH3htoeuJefpSU2ZZSiTT    2ZdslEO8JbxbAfJMSvWn2T,132.0,0.839,0.754
TREWBYS12903CD238C,SOFRNBP12A58A7BA14,Gareth Emery & Nicholas Bennison,Interlok,,137.85561497326202,,
TREWCFB128F148A7F7,SOZQPHM12A6D4F953D,Virtuoso,Tunteet -Feelings-,6zpg5tVxlPsY0sociy4u94,80.0,0.302,0.565
TREWDIC128F92FC6F7,SOBSHSU12A8C143978,Tony & The Beat Brothers,Penny Lane,1pPCqg0VUtDxoVZXYcBJiv,117.0,0.778,0.53
TREWEEO12903CD7543,SOPGBTM12AB0187866,Percy Sledge,When A Man Loves A Woman,,60.0,0.205,0.15
TREWEJH128F4276133,SOOZVMK12A8C13F84E,Daniel Kobialka,My Heart Will Go On,4peDXWX6kVz3xFEYzAXCOH,100.0,0.0911,0.226
TREWEPT128F428B487,SOTZTGQ12A58A7B7CA,Jaguares,La Llorona,7xbpe3whNetb9nv4zJ7S4x,,0.214,0.584
TREWFGS128F93075E5,SOLOUEY12AB018412F,Reel Big Fish,241,4xbK3wBSvVCYesWAyJgxwq    3DK4ZHPxazEchSEB96hRWk    4mxff4HQLQ1fMEUvwblzst    2AtJzKwyCvHM2GDosl4uoW    6tqucNIUqbNL8l5UOeBwhj,,0.965,0.614
TREWFTV12903CEB7C9,SOIGZGZ12AC3DF7756,Chilled Jazz Masters,Georgia On My Mind,,66.0,0.26,0.364
TREWGFV128F92DD875,SOQXEHN12A8C143833,Lian Ross,Say you'll never,5faTlOVd96QLIgRn3F87oe    5m2kg2R7rgtLbhAYFCziTg    3P4KoVmwfkxuGzkXjyvMCr,104.0,0.936,0.699
TREWIRZ128F1457FAD,SOGCBZF12A6D4F734A,Brian May,Nothin' But Blue,1nhmjUnLUfOzxlXvLyxYkI,108.0,0.206,0.483
TREWISU12903CB37F1,SOSSNAE12AB0189838,Buddy Holly,Raining In My Heart,,106.0,0.596,0.113
TREWKNF128F92D337D,SOEZJWC12A8C142D72,Deadmau5 & Kaskade,I Remember (Caspa Remix),55ZGSKdwgpVkdLplX0eNeE    470X9A1udQVQpOZ6FiXOOI    7Gca6S3z5VTb4LnV9fsklJ    47DcrctxKnPwaQy8BCWzE1    4ZWzVDtfV8QKN8RANsrFc1,135.0,0.225,0.711
TREWKQB128F425F3B5,SOSONTR12A8C13596C,Jahn Teigen/Anita Skorgan,Over And Over (2002 Digital Remaster),5YwLZY67lj7nQCfASpbcPx    7GUJJvD3UOQLyB3r0qzjTj,107.34146341463415,0.115,0.245
TREWLWA128F426D9C9,SODOULW12A8C135330,Richard Clayderman,Arabesque,0pPRNp7BpkxsetrfvqSx3l    1zQsnZlCVA6Mn7Nrtqgl88    26IaNSVa8Nf97Xljs3ZPzA    3J1JCkzxFP0mJ7LCOLeNPe    3hHCHFrvYXpvYwUwk8wrE9    4fwF4x9zdMtDg8eMK8eArL    4x0jqSQBgynNeBWv0v0RwF    5M9CnVHYnsaY4JatHkeBA2    5Woo6DjUhKY9ZxcR0wh3hL    5sNivtiVRIetKN8rZtGgkz    5tMFPR0SuhF1PhgPjFwqUT    0TaJ2LhpD7BMXibUokWDYI    1iLBh8nxgNFZTl5jdTCB9W    01BAkBccmpmvKY3npgkJJ5    46DmjcaIJHKvVpttunvaYJ    3hGam3yzOTKW3FWB0wOEk7    3nZYOhuGAQMLO8Fv0AWhnV    4yltRvx9VM8Uz0iRrhkvxL    6XiwIVXzOOlq50S6Fpi8c6    0lMOrAURGg2dV7vUI5dCQc    1onteOOCzmEawIHsXJjsHT    4zSTbmY1SfCvRhxuxh0LNw    5V8OiTRlsxtvvdQX03bbQZ    291LJZ3J3VauU5ryVtQc1F    0wjfztKtQIjgivYMVVLDaj    1qlHLJc1R84tqbnhCA2FJJ    3ZuPpqwbSLCcNtuoyJ7g0j    5kOvdPHijVUBhvhgQOeUkn    5jYfCBwrqwYixt9Xl8NJs7    6VUDA9aAUUgn42CcUc1anl    7aHcEnBcnwRPmPwG5Eyise    7ktYyfGWLOTCIZYRdcWg4E    1LWvM45j8XCRz2C7p9mEHt    6LVpBntjw70k5yQLHOqgQA    3c7GCDmZEiu8sQZxmNKJjl    32etZ5dZlbnB2eHYweCu0q,100.0,0.0927,0.146
TREWORM128EF358921,SOPIHAT12A6D4F61E1,The Swamp Coolers,Europa,33sZaLEM9jIvIYc9s5swLP,81.0,0.698,0.579
TREWOUI128F4234BA6,SORUUQA12A8C1348A7,Roy Drusky,Luckenbach Texas,1yhG5JxYsSCnzZoSOOMs9b    3I6yd684txFQBQ1SjvcIZH    3zPLNlL3zPxMnjO6NL1r0f    1iMj4GZC4fUUNW2eL07ofB    4MmuaNeDQZoWRtEEBXtQs6    6RPBt1ly1PbChLcRbSitJ4    6cJ7yKJ3gjx0A7ptu2K4gg    1V2pEG5OfGHMI7Hb4Z17vH,102.0,0.712,0.411
TREWPDP128E07896EE,SOMEUED12A6701DBEA,Black Eyed Peas,Pump It,,154.0,0.744,0.931
TREWPJU128F92CD2E2,SOGDSKL12A8C14362E,Philip Glass,Glassworks: Floe '87,2wKOvSLVnMo9a23FILs6H6    3rUSQfqRjXJk6qfLI2OoB3,157.0,0.0872,0.496
TREWPWG128F14840CA,SOXBIZI12A6D4F93DA,The Boston Pops Orchestra / John Williams,Main Title,4AJ1sZOZrHMqQRUgshsGBq    3c8Hg3J6UDf0l0X80gBBcv    5iHL8zC0yE98ce1n303HYb    2wYZ049ZDJ2HbtFT71ultd    3qR3HioewtUr7bMHgB3lQb    6v8Ryo3l1Fo4kIMzVpaPR7    5PczqzS8b2vkFre7dAXu9V    34HTjMSdOTgNbKa1dpFF5D    0Wgye3Iek1AaCePZM7sLjQ    1aPFrM125sdnHWdDFbWe1T    4ei7EZ23usDGgUbcDZpMQF    3aGjJyKGVSsY7pcS3VtUQN    2r7rn38JdeTUmETDFOCcjZ    5vk8c6RhxvKBS8QfxUaRF3    64Q8KUU5dzVqRL8uBksrsM    3wpvwNmp9hwmKswThQDC3I    51yxpb1ggNNEtVtgn4aXpe    6Dgilfseujsx4ibQ19el2W    31LlI60ZALAsbQdgxqIcNN    4AgpIwv9WiKMleF5Yjo64y    6wqKjZM8w8yLVY36vp0bHV    75IAL6P7tXmLLJCuEYLhFo    7DQQypZWYibwF9UcVOP5AK    7wo7U74aQ552vEjGt2wj5W    1PstFiwXVCg01d1cacE30d    1NN4bThJgtKb7MabVn2P4m    6GerMksYWYxKw9WyPxuVL0    00a247mXs3UWxFTRlf0IrU    22bdCGdYDohZaxlWXlL2M5    4oYh9bhWVDAuuAPoVzdcfG    46KojNCLPEVDAfG4jzxCmy    78Bv2gOhLgFV0FCQ7wtkjH    1WxbUylYFDWiTkv1zoT1Kc,99.12323943661971,0.155,0.307
TREWPZM128F4265730,SOHDPKG12A8C13131E,3LW,One More Time,0kU8IjyUil31t3XFEFIaFm,94.0,0.664,0.615
TREWQGO128F14A96C8,SOADQBW12A6D4FC2B1,Banaroo,Let´s Keep The Fire Burning  ,3D5MppfVumiqD43JGvFqJs    40OWMNK97Bp27WpbpMDCKe    5lcONr11HXBw7SNoUqlFxa,120.0,0.976,0.995
TREWQLO128F1486222,SOEPZOS12A6D4F87E8,Modern Romance,Everybody Salsa,3llTwJSqQtCzVuUzZ9cwTS    2vw3ipoqVcAwm2OJ4vpoNJ    2RHpphpLSk21uL29P4KtZn    246p2f6ASRoGdRS1gBfiYQ,124.0,0.842,0.884
TREWSCX128EF350CE6,SOOGCVN12A6D228233,Kai Winding,Cantaloupe Island,,117.0,,
TREWSRA128F92EBD75,SOUXIOO12AB017FCD9,Belocca & Soneec,Call Girl,,120.0,,
TREWTYT128F935F736,SOSHMQZ12AB01827DE,Al Jarreau,Lean On Me,1uEuDFZ3ihXPVNvX8s8xW3    1U4hD9rIfxlL3zMCw95jbA    1TOvPZU6dqthFkN1sr9nOl    0LkbyLwPZn8WL7BSpMwuil    15UpAvQn0ymPP9qeVwLNQD,74.93827160493827,0.307,0.171
TREWUFH12903CFB6F0,SOCNYSO12AC3DF85D4,The Radio Dept.,All About Our Love,3h8F4SK9InDKWFP1SUXFUo    7zyDwvr5rCr2G12p6hUn58    1pjCT6WqYdDNQimqLi6jcN    2oasXUrZxIW6vEdDHw1Caz    3RHGNgmuCXJSSziVyhnf9v    3Rwr3lMAxyimO2oM8KTyP4,105.0,0.819,0.94
TREWUHQ128F92EEA14,SOSKDMI12A8C142F73,Sindre Eide,Essentia,3PyJopKx76LUmqnaeZNWPv    1KjnwAJbzJL9W3Ez3Jpm5E,120.0,0.646,0.75
TREWVDO128E0785854,SONGRMN12A6701F99C,Green Day,Coming Clean (Album Version),435j8ueVosOip0Vjm3vvj5,85.0,0.681,0.992
TREWVNV128F42287CD,SOQMCFU12A8AE45AF2,Andre Popp,El Amor Es Triste,0kLc9vW2i9vGgu62IcWP9z    1JT9Z4ucyEFmeo6L0h0v15    1ZRL9IE1BzqMEGXoQJZFZb    1efes6XfnR5uToUDVBPdhD    1skEUDt0WqyOpu2d8omCgZ    1thoqveizHpKznQTeBYoIN    2M3gJ3ImIGnM6RbU7UiWQF    3QI83lKBULM0rRUwUZIDyd    3uJmspGTRmqdsiF432gPYM    5JZo5bCoIEN00sM19ASukK    5v5VAeyx28Yz0pvSradt2w    0VvR00G7c0F7OAQjSVoEVy    1oTREEC62CycR0gkhVcB9l    1pDSUaOKaUoI2KEB7NLkKV    0SYGsMGKixnXEiH8NwaBCM    1D7ww79d9826sLDdIoWpH2    3WT7GX3QFMPgkLj7tqXD5M    3z6avFUp4MnXI1uEzaLBee    7HyZQnYmXHZp0W9vBNBeli    7gZZe77U8ObiWHCZVWeiNl    2dYAKZgNX0HMpUfC2toz6j    1JnCN4WELbQRMGJ8RYsD1j    38HSCtMeXavUkp7VDZMkxI    5xTQe3PqY00h88QEQhVpgb    7wgfq2bSxU0dAJCLorhbik    3lbkJkx1ktdQDnM1KzZUI8    2CP8WwKMOjSYgZfzuNBpAM    0wCzGR6Qc60XlPp1LXN62K    1BbpXVYltGoMpfq5OXoUlE    739vOFoSnJjF4foSPhZ9cM    7t2vInJFsxBV3wtj2Xtdrr    6lplRS5p5v3fMoVeIpx1zB    7DrgXsK5SBe7oRpRVcEFVI    23HlGULX70XMQ1VbDgrmcB    24M53Sl1qmfU8AfGLt0DeS    3vwoLLB9j28f9M0v89cEKY    0iN5SVSeEFUCjxtlgc5Nd1    23Y4vBEDfwVqnYF4QlVgOx    1tCQM6nihUApsAeLBR0ZwV    2mheqjgI3qQVd0YXamnA09    2M5ELenw9iQjFHUQSIEii2    3rtxa4hgBB8FekH5o5160a    5T4vyNLK0u8eCs5LMcyKx9,102.56420233463035,0.465,0.362
TREWVTC12903C964DF,SOPSZFU12AB018A31D,Kenny,Cinta Untuk Mama,66gnEPwFoOdpiaQ14gkEKe,63.894428152492665,0.244,0.291
TREWXCT128F92C54BD,SOQBBQE12A8C144323,Panpipes,HurtingEachOther,2hd3BjXenRCmYbBXZL01ZS    4bHmoP79XcCThGGObCbZus    4bM65RCK9R24cNqJqwcwbt    2Nac6rxFfCk9PwNgL5z1pb    1cDLMlxN00anONMQTTXAeO    4UMVBNzevvEIKMnG9aOGpC    21NvgOURAA6r1L6nP8hAap,93.24175824175825,0.223,0.246
TREWXZY128F14805AF,SOHYNLS12A6D4F99C4,Phil Collins,Do You Remember (Live),,94.0,0.337,0.561
TREWZJR128F145FB3C,SOADVFP12A6D4F77A8,The Cranberries,Zombie,6IJYGZSlWotjQE98gg168v    0jGlVHzSEiLzovnbXI1Obv,165.0,0.329,0.872
TREXAKJ128F9338D44,SODBITE12A58A7EA02,To Rococo Rot,Weiter,,182.0,0.757,0.882
TREXAZX128F1470B36,SOIISYM12A6D4F990E,Chic,Good Times (LP Version),,111.0,0.914,0.503
TREXBFG128F4270CCC,SONEOWH12A8C13355C,Bobby McFerrin;The Saint Paul Chamber Orchestra,"Overture to ""The Marriage of Figaro"" K. 492",28NQOJjbSARyLqGRcO9jdB,124.0,0.281,0.087
TREXBUT128F427B13B,SOJMLMF12A8C13C45C,Reginald Dixon,Blue Tango,6s5k2ZaGtzrhA91k8SawHz,126.0,0.872,0.567
TREXCGQ128E0786348,SOCWKRM12A67020E08,Erasure,Blue Savannah,,135.0,0.563,0.534
TREXDTF12903CA528F,SOOKAXW12D02190570,Carrie Underwood,Just A Dream,,71.0,0.358,0.781
TREXESQ128F92F45C5,SOUHTAY12A8C138973,Frans Bauer,Wenn ein Stern am Himmel steht,7yirdYnZmQfVphk1FCZovs    03Ys99jycgisYgWTu8CiVY    0hqRfOsQ5noJJTh1XSpxDe    16XnRmLCcfQeExIXFhc2j9    1RdyzBzN0EbI0Rivv2tmDo    73iMSrtps8IJ32ZkwPwATO,107.0,0.752,0.633
TREXEUC128F92CAA26,SOFUBXX12A8C1418A1,Delerium Featuring Sarah McLachlan,Silence,,128.0,0.0863,0.847
TREXGQL128F4259718,SOEQJFT12A8C13586D,The Crickets,Oh Boy!,,192.0,0.876,0.556
TREXHPU12903CE34F4,SOANZKQ12AC468E88C,Simon Bonney,Now That She's Gone,0hjUdFYjCXVmorXHLRz9nG    4HDArq0DPDEpBmBsxF1zMu    2UsZAesESGoAFObyZwzPTX,65.53588516746412,0.0408,0.158
TREXIGT128F428EA82,SOHKJOA12A8C13A3C6,Floyd Cramer,Last Date,,79.4560669456067,0.613,0.306
TREXIKU128F9324C46,SOKQIUD12AB017D5B2,Magenta,Wonderous Stories,0KLEXPIrCdcxb6NmfRVKpm    2l6c7A0trqM5GdO0rJqlaW,139.81060606060606,0.121,0.491
TREXIRW12903CDE038,SOEBZQT12AB018EC85,Androcell,Dub Crystals,1QCDkPNiWPBebMuTpjmuIg,75.0,0.548,0.658
TREXJJE128E0781B1D,SOALITF12A6310DFCD,Radiohead,Just,3kK7v0ixDKtY1qBeQfBz8O    5d3zYxgXl63En4Lp0EIYIe    2ysy2ipFsayrF7wTpbrihu    3N5vhc2z3XVsTO7Zd8jdMI    5O64Wjy5RQ4Ad8HkQS4akd    2Ly8Use3KHLDppsyTP6wOm    3oiAS7NfkyuLnmLnOkEvQj    5WlBzkw7KNUaXFyl2prOie    4aSAA0QQSUUX3YUiXsdtbn    4oDYH6GlXkU91juFfILGN5    6dVvJSBuieKIri7dbz8cJh    6jq5AoTWkgrCLxuYxSmPKO    7nvMyZXfb416paxF2hzQK3    3eFpctt7e5aE7EUFqTxrrN    4uiqhhxUKb4F9MJj8rA7FP    0ipkZxV5sDXwD8h8KC5a73    115NKscQT488F38XzvbYRy    13m2g70WPpFxbnF4ben0bp    4SE81CrzH0qPA8KHqM9Syz,88.0,0.359,0.814
TREXJVW128F932970C,SOKSGSF12AB0188359,Testament,Alone In The Dark  (LP Version),3O08Fd5aPgfLsQhnt7ytKR,,0.356,0.758
TREXKBK128F42A2C51,SOERSKP12A8C13CAA8,Lesley Garrett,You'll never walk alone,,89.0,,
TREXKKU128F42556C1,SOAIMYJ12A8C138B5E,Gary Smith,Blue Eyes Crying In The Rain,38SYxpdruO7W062RtxHQ7g    5HlkdnlrnShDmjEyOJoT4p    2rsuPI6HLzZSDaJGPzw8LV,120.0,0.224,0.902
